id,day,pressure,humidity,cloud,sunshine,winddirection,windspeed,rainfall,Temp_unificada
1380,7,1012.0,70.0,44.0,10.2,20.0,9.5,0,0.7320589844597555
1381,287,1014.6,76.0,49.0,6.5,50.0,23.7,0,-0.16568426028465835
1382,57,1016.2,82.0,83.0,3.4,20.0,20.5,1,-0.3884149710365463
1383,289,1017.1,82.0,83.0,3.0,80.0,24.4,0,0.7970347595401092
1384,290,1016.0,70.0,69.0,6.4,50.0,28.8,0,-0.39695645277798886
1385,291,1012.9,78.0,77.0,2.4,70.0,17.2,1,0.6467745289667083
1386,292,1014.8,84.0,70.0,6.3,80.0,13.7,0,0.47169819662470913
1387,293,1016.8,79.0,84.0,4.6,40.0,21.9,1,0.31786074041780016
1388,75,1014.8,78.0,61.0,7.6,80.0,13.7,0,0.7503873399529293
1389,295,1016.8,75.0,68.0,9.2,70.0,16.9,1,0.8017826609335208
1390,296,1015.6,70.0,72.0,8.5,50.0,35.8,0,-0.056212738524806384
1391,297,1018.4,89.0,81.0,2.7,80.0,28.6,1,0.5043077441134397
1392,298,1017.0,86.0,83.0,2.6,70.0,44.7,1,0.6217432062956172
1393,299,1015.6,87.0,88.0,0.3,80.0,22.9,1,0.5319495826880439
1394,300,1014.7,90.0,85.0,0.5,70.0,24.9,1,0.61605629469957
1395,8,1013.7,91.0,74.0,3.1,70.0,38.0,0,0.09884428722802767
1396,302,1016.5,79.0,88.0,0.3,70.0,9.5,0,0.097331479697581
1397,303,1016.8,84.0,83.0,0.1,70.0,8.9,1,0.15656667009204722
1398,304,1016.5,79.0,84.0,2.4,80.0,19.0,1,0.8738305111560383
1399,305,1015.2,87.0,61.0,7.0,40.0,16.4,1,0.2681321556168902
1400,266,1017.1,79.0,83.0,3.5,80.0,41.3,1,0.6250178060003277
1401,307,1014.0,81.0,83.0,7.6,80.0,21.8,1,0.7592377928875603
1402,308,1016.7,76.0,49.0,9.5,40.0,8.5,1,0.4653881418489761
1403,76,1016.7,81.0,83.0,6.9,40.0,16.6,1,0.019629716347136575
1404,22,1014.2,91.0,88.0,0.0,70.0,46.3,1,-1.000258941080576
1405,311,1019.4,91.0,78.0,0.0,70.0,43.1,1,-1.084774427778832
1406,135,1018.1,91.0,88.0,0.0,20.0,16.6,1,-1.1352349049140151
1407,111,1017.8,78.0,87.0,6.5,50.0,21.3,1,-1.2426756322251316
1408,314,1017.1,79.0,88.0,0.0,40.0,37.5,0,-2.0371529562639465
1409,112,1019.9,79.0,84.0,0.0,50.0,25.0,1,-1.0847572597903996
1410,316,1018.7,78.0,46.0,7.7,40.0,9.1,1,-1.1784735645323365
1411,317,1018.0,79.0,89.0,0.6,40.0,12.7,1,-2.0767675255002813
1412,318,1018.9,91.0,93.0,0.0,40.0,13.7,1,-0.41321306218979686
1413,319,1021.3,75.0,89.0,2.3,70.0,25.5,1,0.1937911230984337
1414,267,1022.5,75.0,88.0,0.0,10.0,26.3,1,0.13250524079426523
1415,321,1018.4,74.0,67.0,5.0,10.0,33.2,1,-2.1716465748598486
1416,99,1022.5,75.0,90.0,0.0,60.0,38.0,1,-2.4806709981279136
1417,323,1018.9,78.0,95.0,0.0,60.0,37.9,1,-2.5744240881452534
1418,324,1019.9,93.0,88.0,0.0,25.0,15.3,1,-1.6167880545565652
1419,325,1022.5,75.0,56.0,0.6,10.0,10.2,1,-2.3734534130789404
1420,9,1022.2,83.0,95.0,1.2,70.0,15.5,1,-1.3745509438622463
1421,327,1022.6,62.0,86.0,3.5,60.0,14.5,1,-1.4094190574960528
1422,328,1021.2,71.0,95.0,0.0,70.0,40.4,1,-2.2234177803411903
1423,329,1020.4,78.0,88.0,0.0,20.0,23.5,1,-2.541525910083963
1424,330,1022.1,74.0,72.0,7.7,20.0,23.7,0,-3.087274027892832
1425,331,1025.9,75.0,45.0,6.5,40.0,30.5,0,-1.5798442899693474
1426,332,1019.5,90.0,92.0,0.0,70.0,43.1,1,-3.1088845138893055
1427,333,1016.8,95.0,92.0,0.0,60.0,44.7,1,-1.8487588179260748
1428,116,1022.6,79.0,88.0,0.0,70.0,43.1,1,-2.937860383728998
1429,335,1024.3,91.0,87.0,0.4,50.0,24.4,1,-1.7723483277440524
1430,102,1016.8,86.0,88.0,0.1,50.0,10.9,1,-2.891267931924425
1431,337,1016.8,79.0,94.0,0.0,40.0,19.0,1,-3.168162262588025
1432,338,1020.4,79.0,88.0,0.0,60.0,38.0,1,-2.9973901288229907
1433,339,1026.4,79.0,86.0,0.6,20.0,29.7,1,-2.7331992555385067
1434,340,1017.1,85.0,92.0,0.0,70.0,39.7,1,-2.6303298829442583
1435,341,1025.4,75.0,90.0,1.0,20.0,25.0,1,-2.7944954002187252
1436,342,1020.6,67.0,88.0,0.0,40.0,27.0,1,-2.8347571654418213
1437,343,1024.4,75.0,87.0,2.0,20.0,20.8,1,-3.529975383803993
1438,133,1021.3,90.0,88.0,0.1,50.0,27.4,1,-3.4236674033827255
1439,91,1023.8,74.0,79.0,1.7,40.0,21.3,1,-1.2656008618268741
1440,346,1023.8,67.0,72.0,7.0,30.0,19.0,0,-3.451823453079453
1441,347,1024.3,89.0,88.0,0.0,40.0,28.8,1,-2.500083206724914
1442,348,1018.1,90.0,91.0,1.0,60.0,39.5,1,-2.6284789589023787
1443,349,1020.9,76.0,91.0,0.0,20.0,42.0,0,-2.883267206226697
1444,350,1022.6,92.0,82.0,0.1,50.0,23.9,1,-2.137457694989246
1445,15,1020.2,84.0,88.0,0.0,30.0,28.3,1,-3.046152143980903
1446,352,1019.9,67.0,86.0,0.6,70.0,33.0,1,-2.1200992218582635
1447,353,1018.1,75.0,82.0,2.4,20.0,24.9,0,-2.037725598985988
1448,354,1017.6,75.0,84.0,0.0,40.0,35.6,1,-2.0106506411156935
1449,355,1018.1,86.0,83.0,2.3,80.0,24.4,1,-0.810539355706651
1450,356,1016.8,75.0,88.0,0.0,50.0,30.3,1,-1.9180062023651492
1451,357,1022.2,77.0,88.0,0.0,50.0,24.8,1,-2.0965543239052638
1452,140,1023.2,75.0,88.0,0.0,20.0,23.3,1,-2.5343714588169455
1453,82,1017.1,88.0,91.0,0.0,20.0,30.0,1,-2.189241320960061
1454,360,1016.8,96.0,95.0,0.0,50.0,17.5,1,-2.1299577992324923
1455,361,1016.4,91.0,96.0,0.0,70.0,37.0,1,-2.73281687467525
1456,362,1013.9,79.0,94.0,0.0,70.0,24.0,1,-2.338451170985844
1457,144,1013.0,79.0,81.0,2.2,70.0,28.6,1,-1.2456444333688494
1458,17,1014.5,97.0,95.0,0.0,50.0,25.0,1,-2.0917690747835294
1459,78,1016.6,94.0,97.0,0.0,30.0,50.6,1,-2.1319140086116484
1460,1,1021.9,95.0,100.0,0.0,70.0,26.5,1,-2.062259004091614
1461,2,1015.3,85.0,95.0,0.0,60.0,21.9,1,-1.7280256859460243
1462,3,1017.7,87.0,91.0,0.0,70.0,50.7,1,-1.487494394907212
1463,4,1020.0,75.0,56.0,3.3,60.0,55.5,0,-2.156990198798533
1464,5,1027.1,61.0,95.0,0.1,20.0,24.0,1,-6.046299175205274
1465,6,1022.7,93.0,100.0,0.0,40.0,24.5,1,-4.091367251014774
1466,7,1027.4,77.0,92.0,0.0,60.0,39.5,1,-5.818771226990723
1467,8,1017.8,98.0,99.0,0.0,50.0,38.3,1,-3.8586025708178844
1468,9,1024.7,79.0,96.0,0.0,70.0,27.9,1,-5.807348068957871
1469,10,1023.8,70.0,61.0,10.1,20.0,27.3,0,-4.815722202137671
1470,11,1017.7,92.0,88.0,0.1,70.0,50.6,1,-4.335892915799331
1471,12,1019.0,66.0,88.0,0.2,20.0,23.4,1,-4.31105717595002
1472,13,1023.9,69.0,55.0,2.4,60.0,55.5,0,-2.677062107161089
1473,14,1022.9,91.0,93.0,0.0,20.0,25.0,1,-2.66778888418349
1474,15,1024.3,58.0,81.0,0.0,20.0,14.6,1,-4.517091619432695
1475,16,1023.3,72.0,22.0,9.2,20.0,44.7,0,-4.762696076614767
1476,17,1020.8,77.0,60.0,10.2,20.0,30.3,0,-4.897052512183947
1477,18,1024.9,63.0,91.0,0.0,20.0,18.0,1,-4.370805734839696
1478,19,1027.8,67.0,44.0,9.9,20.0,20.5,0,-2.9036070300667496
1479,20,1023.6,72.0,20.0,9.1,20.0,33.4,0,-5.192826668826337
1480,21,1020.1,89.0,85.0,1.9,20.0,9.9,1,-4.056924216635475
1481,22,1021.8,72.0,40.0,10.0,40.0,14.6,0,-2.1051012874904416
1482,23,1018.7,95.0,87.0,0.3,50.0,12.4,1,-3.6509778312658665
1483,24,1013.4,98.0,88.0,0.0,50.0,39.9,1,-0.6797246551883448
1484,25,1026.9,85.0,88.0,0.5,20.0,21.6,1,-2.2886929977070274
1485,26,1014.2,95.0,95.0,0.0,60.0,27.4,1,-2.2146051272007337
1486,27,1017.4,72.0,20.0,10.1,40.0,15.2,0,-0.5294847652355724
1487,28,1020.5,62.0,19.0,9.2,20.0,26.1,0,-2.5926162751304767
1488,29,1019.7,90.0,96.0,0.0,40.0,15.5,1,-2.948677448505834
1489,30,1025.8,64.0,91.0,2.4,70.0,18.0,0,-4.066793002558657
1490,31,1013.9,73.0,83.0,2.0,70.0,14.8,0,-1.135662153293065
1491,32,1016.2,75.0,78.0,1.2,15.0,22.3,1,-1.5092039521573772
1492,33,1016.8,76.0,45.0,9.5,80.0,39.7,1,-0.9155805898546622
1493,34,1020.4,89.0,88.0,0.0,60.0,29.8,1,-3.0715272050941618
1494,35,1025.2,72.0,40.0,9.2,20.0,16.0,0,-3.97161351841707
1495,36,1015.0,75.0,48.0,9.5,40.0,21.2,0,-0.6443832820650437
1496,37,1024.9,79.0,46.0,5.0,70.0,39.5,1,-3.2339757977101566
1497,38,1020.2,74.0,35.0,9.8,30.0,18.6,0,-1.9472207148498846
1498,39,1025.4,76.0,49.0,9.1,20.0,30.2,0,-3.1310694887423884
1499,40,1021.2,92.0,90.0,0.0,20.0,29.8,1,-3.284611386742118
1500,41,1020.4,78.0,90.0,0.2,70.0,43.8,1,-2.064789161896699
1501,42,1012.5,89.0,76.0,3.5,40.0,15.8,0,-0.6895232150847732
1502,43,1020.6,75.0,46.0,9.8,20.0,24.5,0,-2.915861765862654
1503,44,1019.9,89.0,91.0,0.0,60.0,37.5,1,-2.9649364962050617
1504,45,1022.1,82.0,78.0,1.1,70.0,21.9,0,-1.823403093925792
1505,46,1023.8,91.0,89.0,1.7,40.0,9.5,0,-2.475257718240536
1506,47,1013.0,79.0,86.0,0.0,70.0,30.6,1,-1.884797607319785
1507,48,1022.5,95.0,95.0,0.0,60.0,41.3,1,-2.278162125215333
1508,49,1013.4,79.0,88.0,0.1,20.0,8.9,1,-1.917589345438029
1509,50,1017.8,86.0,79.0,0.1,60.0,12.5,1,-2.737207053281377
1510,51,1016.5,87.0,100.0,0.0,20.0,40.8,1,-2.751035466495065
1511,52,1013.3,94.0,100.0,0.0,60.0,35.1,1,-2.5694852223531397
1512,53,1019.9,81.0,84.0,0.5,50.0,20.0,1,-1.4733841276574657
1513,54,1016.0,92.0,86.0,0.0,50.0,14.0,1,-1.1815192599571724
1514,55,1025.9,78.0,88.0,0.0,40.0,24.4,0,-2.679891286990664
1515,56,1014.8,86.0,83.0,1.6,50.0,21.9,1,-1.3690829861488791
1516,57,1012.2,94.0,88.0,0.2,100.0,23.5,1,-2.6673697070337115
1517,58,1012.2,87.0,87.0,2.3,50.0,28.4,1,-2.337582970056623
1518,59,1018.1,97.0,99.0,1.6,80.0,19.2,1,-2.247925655043998
1519,60,1020.9,76.0,83.0,0.0,50.0,29.7,1,-2.9563849141968044
1520,61,1022.5,92.0,95.0,0.0,20.0,26.5,0,-3.906792223427752
1521,62,1022.3,92.0,95.0,0.0,20.0,25.0,1,-3.837396995347148
1522,63,1013.9,77.0,88.0,0.0,70.0,32.5,1,-0.8397700216610468
1523,64,1022.9,98.0,91.0,0.0,20.0,27.1,1,-2.639113541864587
1524,65,1020.4,75.0,91.0,0.0,60.0,26.2,1,-2.2207295275296435
1525,66,1023.5,65.0,83.0,0.0,20.0,17.5,1,-4.020653783706733
1526,67,1014.8,90.0,82.0,2.5,20.0,21.6,1,-1.5144396806320621
1527,68,1014.5,92.0,99.0,0.0,70.0,34.0,1,-3.145934729430688
1528,69,1023.8,69.0,22.0,9.0,20.0,12.5,0,-3.8580335209890326
1529,70,1020.3,60.0,38.0,9.3,60.0,8.5,0,-2.26436355863131
1530,71,1017.4,79.0,81.0,2.5,50.0,16.0,1,-0.7057502470297939
1531,72,1022.1,65.0,67.0,2.7,50.0,32.9,0,-2.1255970372124136
1532,73,1016.4,79.0,83.0,3.5,70.0,29.8,0,-0.6819729589573725
1533,74,1017.1,79.0,28.0,9.5,70.0,7.4,0,-0.5777563529155586
1534,75,1013.6,86.0,75.0,6.7,60.0,28.6,0,-0.7155935123327802
1535,76,1012.5,69.0,68.0,7.5,70.0,9.2,0,-1.1374048796221587
1536,77,1016.8,94.0,88.0,0.0,80.0,19.3,1,-0.18491442935026192
1537,78,1012.5,93.0,86.0,2.2,80.0,29.6,1,0.27298506217358326
1538,79,1012.5,86.0,82.0,2.4,70.0,28.0,0,0.725616948327038
1539,80,1011.3,86.0,89.0,0.1,40.0,37.0,1,-1.4460010620146382
1540,81,1010.5,95.0,95.0,0.0,70.0,19.0,1,-1.9376957866621256
1541,82,1010.8,86.0,77.0,7.3,60.0,9.5,1,-0.6949491956356205
1542,83,1011.5,91.0,89.0,0.3,70.0,12.1,1,-0.547421643106328
1543,84,1011.4,88.0,82.0,0.5,40.0,16.2,1,-0.28766712164765
1544,85,1011.2,92.0,83.0,0.4,120.0,5.5,1,-0.5876355510844112
1545,86,1016.8,84.0,90.0,0.5,40.0,22.2,1,0.21253908701349825
1546,87,1014.9,92.0,90.0,4.4,80.0,30.3,1,0.4515471790699343
1547,88,1010.1,90.0,83.0,1.0,190.0,12.1,1,0.29407654673299605
1548,89,1010.6,95.0,86.0,0.0,50.0,17.3,1,0.2591472720267369
1549,90,1013.0,90.0,81.0,1.0,70.0,26.4,0,0.4512859568396199
1550,91,1012.5,91.0,86.0,2.0,70.0,24.2,1,0.20063169356406835
1551,92,1010.2,90.0,83.0,3.0,210.0,12.1,1,0.65122802675871
1552,93,1011.5,89.0,88.0,1.2,50.0,21.4,1,0.628532856042613
1553,94,1014.6,96.0,85.0,3.5,80.0,17.2,1,0.34406735727187415
1554,95,1012.5,86.0,83.0,3.5,40.0,22.5,1,0.6680354924810474
1555,96,1010.1,94.0,88.0,1.0,40.0,16.9,1,0.43204771654474516
1556,97,1013.4,85.0,88.0,0.6,70.0,7.3,1,0.7743479512383975
1557,98,1012.0,86.0,88.0,1.1,120.0,9.8,1,0.8808208032026301
1558,99,1007.8,87.0,69.0,5.0,70.0,15.1,0,0.9286939966366972
1559,100,1012.4,80.0,83.0,3.9,60.0,34.3,1,-0.4414197414200495
1560,101,1014.5,79.0,81.0,1.2,220.0,15.7,1,0.7762036337903548
1561,102,1014.5,82.0,89.0,1.4,280.0,12.7,1,1.0877487088544675
1562,103,1008.5,81.0,84.0,1.0,40.0,24.2,1,1.3801999234479256
1563,104,1010.4,82.0,84.0,3.2,170.0,26.3,1,0.8228028731425491
1564,105,1013.0,91.0,88.0,0.4,100.0,35.1,1,1.097839503227764
1565,106,1009.9,89.0,88.0,1.0,200.0,16.2,1,1.5255466577512917
1566,107,1013.3,90.0,80.0,3.5,240.0,18.4,1,1.4642663863667382
1567,108,1009.9,81.0,85.0,1.2,30.0,26.8,1,1.2939432763811478
1568,109,1010.5,81.0,86.0,2.1,90.0,14.3,1,1.497044560400857
1569,110,1008.8,87.0,88.0,0.9,220.0,21.9,1,0.9617455111943715
1570,111,1010.3,85.0,79.0,7.8,90.0,22.3,1,1.168832806545438
1571,112,1012.3,80.0,70.0,6.4,230.0,16.5,1,0.7489841449977243
1572,113,1013.4,76.0,78.0,5.8,80.0,16.9,1,1.3048121252972786
1573,114,1009.9,84.0,72.0,6.9,70.0,12.5,1,0.9634259417625531
1574,115,1010.5,89.0,81.0,1.0,230.0,24.4,1,1.4380599095996613
1575,116,1009.9,87.0,71.0,6.6,20.0,18.0,1,0.6761723866867271
1576,117,1013.0,88.0,88.0,6.1,60.0,33.5,1,0.9708847457996793
1577,118,1008.9,89.0,88.0,0.3,110.0,9.4,1,1.5530429508847878
1578,119,1012.1,85.0,81.0,2.5,70.0,39.5,1,0.46038724055263625
1579,120,1011.6,91.0,88.0,0.1,80.0,18.4,1,1.0307524452958714
1580,121,1006.8,89.0,86.0,1.6,220.0,9.2,1,1.3734844067046548
1581,122,1006.3,89.0,82.0,2.1,190.0,15.3,1,1.4612952760114812
1582,123,1006.4,94.0,88.0,0.3,230.0,20.9,1,1.634560933404313
1583,124,1012.4,82.0,61.0,5.0,80.0,9.1,1,1.109860705309596
1584,125,1011.2,86.0,82.0,1.1,80.0,7.9,1,0.702961012184882
1585,126,1006.7,89.0,87.0,1.8,200.0,20.8,1,0.6569319662561925
1586,127,1008.8,84.0,87.0,2.4,190.0,21.9,1,1.376623129086529
1587,128,1009.8,77.0,78.0,3.3,70.0,31.9,1,1.2276841702857628
1588,129,1007.2,84.0,77.0,2.4,150.0,12.0,1,1.742865383308569
1589,130,1008.3,84.0,75.0,6.7,20.0,7.9,1,1.3363199601649498
1590,131,1012.2,75.0,72.0,8.4,180.0,8.0,1,2.088621113643678
1591,132,1009.6,89.0,89.0,3.2,220.0,17.2,1,2.1253988520821614
1592,133,1008.1,79.0,78.0,7.7,230.0,26.8,1,2.2964172092136197
1593,134,1008.1,89.0,88.0,6.0,230.0,25.0,1,1.5553772346829768
1594,135,1008.0,87.0,83.0,5.0,50.0,38.3,1,2.0668369823350523
1595,136,1007.9,82.0,88.0,2.4,230.0,20.8,1,1.833531675170328
1596,137,1011.5,78.0,60.0,8.4,20.0,19.0,0,1.0063715132659732
1597,138,1006.7,90.0,77.0,1.1,230.0,23.3,1,1.8822763822528104
1598,139,1008.2,84.0,72.0,7.7,220.0,9.5,1,1.9130511701804385
1599,140,1008.6,81.0,51.0,10.6,240.0,33.2,0,2.358283687404339
1600,141,1008.9,76.0,49.0,9.2,220.0,29.3,1,2.344023407388521
1601,142,1008.5,82.0,89.0,1.1,220.0,4.5,1,2.17412985499352
1602,143,1009.1,88.0,83.0,2.5,290.0,39.5,1,1.7051197695232028
1603,144,1005.3,84.0,88.0,0.3,220.0,28.8,1,2.116828807392703
1604,145,1009.5,72.0,60.0,9.7,220.0,28.8,0,2.314945203498736
1605,146,1005.9,81.0,83.0,2.1,230.0,16.3,1,2.425821938240218
1606,147,1006.8,76.0,48.0,7.8,10.0,11.3,1,2.074532772892443
1607,148,1007.9,70.0,38.0,9.1,220.0,11.8,0,2.075940435172611
1608,149,1009.9,79.0,56.0,7.1,100.0,39.5,1,2.3041530977656075
1609,150,1008.2,79.0,83.0,6.4,230.0,24.5,0,1.9520016446044581
1610,151,1009.7,87.0,78.0,6.3,220.0,46.3,1,2.4198132147005142
1611,152,1008.9,87.0,84.0,3.3,230.0,24.2,1,2.5421155677845038
1612,153,1009.5,74.0,72.0,7.7,210.0,15.9,0,2.1199916253976294
1613,154,1008.5,72.0,22.0,10.5,240.0,9.5,0,2.3048622001807137
1614,155,1008.7,80.0,81.0,6.4,290.0,7.4,1,2.5330212006949875
1615,156,1006.5,60.0,38.0,11.4,220.0,9.2,0,2.0995039469049277
1616,157,1008.2,72.0,35.0,11.4,180.0,9.1,0,2.2384278421015535
1617,158,1005.5,81.0,88.0,0.1,240.0,15.2,1,2.325495413103406
1618,159,1007.9,76.0,32.0,6.4,220.0,11.7,0,2.1738595470151627
1619,160,1005.3,75.0,41.0,12.0,220.0,12.5,0,2.282617499034944
1620,161,1006.5,89.0,88.0,1.3,190.0,15.4,1,2.4413479500105213
1621,162,1006.5,85.0,74.0,6.7,100.0,12.6,1,2.060272632963623
1622,163,1008.4,82.0,69.0,9.1,220.0,26.0,1,2.0056794554613226
1623,164,1007.9,80.0,83.0,6.9,230.0,27.6,1,2.322930919321455
1624,165,1007.8,78.0,84.0,6.5,210.0,27.1,1,2.098605597149808
1625,166,1007.7,74.0,44.0,8.4,210.0,10.9,1,2.4328331532776666
1626,167,1008.9,86.0,84.0,1.2,220.0,28.6,1,2.0829067826942667
1627,168,1007.7,84.0,67.0,7.9,220.0,12.8,1,1.6619304349630153
1628,169,1005.5,79.0,67.0,4.2,190.0,33.0,1,1.8647415025322815
1629,170,999.6,77.0,84.0,7.1,180.0,23.5,1,2.086194223149444
1630,171,1008.1,86.0,81.0,2.1,240.0,30.6,1,2.365980772654498
1631,172,1006.8,75.0,32.0,10.6,150.0,12.5,1,2.6337683377613446
1632,173,1003.5,86.0,88.0,0.0,230.0,13.1,1,1.5538905200082667
1633,174,1005.5,87.0,80.0,5.9,230.0,14.2,0,1.877693783674475
1634,175,1009.4,85.0,88.0,0.7,220.0,18.6,1,1.7852119072553552
1635,176,1007.9,82.0,57.0,5.1,270.0,26.2,1,1.9883036742549092
1636,177,1002.5,83.0,77.0,3.7,230.0,13.1,1,2.342452168258157
1637,178,1008.6,79.0,86.0,2.5,230.0,25.0,1,2.3003873472493117
1638,179,1009.9,81.0,53.0,5.0,220.0,15.0,1,2.349714797320651
1639,180,1009.1,87.0,85.0,1.1,220.0,17.2,1,2.4772941327081877
1640,181,1006.1,85.0,80.0,5.6,230.0,22.5,1,2.440105439447314
1641,182,1010.7,78.0,51.0,9.2,200.0,20.5,1,1.842353425069946
1642,183,1010.9,84.0,73.0,2.8,280.0,16.4,1,2.4040252573662384
1643,184,1010.9,80.0,83.0,6.3,230.0,15.5,1,2.175284377283763
1644,185,1005.0,72.0,49.0,8.3,270.0,24.3,0,1.7769480923990029
1645,186,1007.6,80.0,28.0,11.2,170.0,9.9,0,2.390901608318573
1646,187,1007.9,78.0,29.0,7.1,220.0,8.3,0,1.6977297775268052
1647,188,1000.0,77.0,38.0,10.0,170.0,15.3,0,2.302413243100972
1648,189,1008.1,77.0,47.0,8.8,100.0,16.0,0,1.943415586532337
1649,190,1008.8,84.0,88.0,2.2,210.0,9.5,1,1.9752016605206395
1650,191,1009.9,81.0,80.0,6.9,220.0,16.0,1,2.2016720191504624
1651,192,1009.1,84.0,80.0,6.5,220.0,17.2,1,2.0046898047140442
1652,193,1008.1,81.0,82.0,2.2,230.0,17.3,1,2.011384689651573
1653,194,1009.3,72.0,32.0,10.4,260.0,21.8,0,2.2362745833159896
1654,195,1007.9,74.0,43.0,10.8,20.0,8.0,0,2.162472008640827
1655,196,1008.9,79.0,78.0,6.4,10.0,11.1,1,2.015517249931692
1656,197,1009.4,82.0,78.0,8.8,230.0,22.1,1,2.203228690689049
1657,198,1008.8,75.0,48.0,10.1,220.0,15.8,0,2.1362469291055515
1658,199,1009.2,78.0,44.0,10.0,190.0,11.0,0,1.9271589881316475
1659,200,1006.4,80.0,33.0,11.4,230.0,14.5,0,2.5122482153600374
1660,201,999.0,77.0,57.0,10.1,160.0,12.0,1,2.5780515101283576
1661,202,1007.8,80.0,83.0,6.5,20.0,25.5,1,2.54127867028695
1662,203,1010.9,84.0,84.0,2.2,40.0,17.2,0,1.7424679925703033
1663,204,1006.6,75.0,72.0,8.5,220.0,9.8,0,1.7653072629366249
1664,205,1011.6,87.0,80.0,8.3,160.0,13.0,1,2.3519922464079226
1665,206,1009.9,86.0,85.0,1.0,220.0,7.9,1,1.8157345587007132
1666,207,1011.1,89.0,81.0,2.5,100.0,24.4,1,1.870860280930458
1667,208,1010.4,81.0,77.0,4.6,90.0,19.8,1,1.988548883102561
1668,209,1005.1,82.0,81.0,3.6,200.0,15.3,1,2.260075804902229
1669,210,1006.2,65.0,55.0,3.4,70.0,18.0,0,1.5764069749232783
1670,211,1011.1,85.0,88.0,1.0,80.0,14.6,1,1.7084220687552738
1671,212,1008.5,81.0,82.0,6.0,230.0,25.2,1,1.702712216141944
1672,213,1005.9,82.0,69.0,6.9,300.0,17.2,1,1.9841137079047622
1673,214,1005.3,89.0,87.0,0.1,220.0,22.5,1,1.227954629362237
1674,215,1008.3,79.0,87.0,1.5,220.0,25.1,1,1.7776613709539586
1675,216,1006.5,81.0,88.0,3.6,220.0,12.6,1,1.8021890030307355
1676,217,1008.2,81.0,70.0,9.4,130.0,10.0,1,1.8624552588820804
1677,218,1008.5,81.0,78.0,6.7,300.0,21.9,1,2.104868626296325
1678,219,1006.9,76.0,60.0,10.8,60.0,12.6,1,2.3076997424246746
1679,220,1001.5,74.0,41.0,9.8,70.0,12.3,0,2.1244106471257673
1680,221,1005.4,81.0,40.0,9.8,280.0,8.3,0,1.5063405843087405
1681,222,1005.9,91.0,88.0,0.1,190.0,11.7,1,1.3412380540643234
1682,223,1007.8,84.0,87.0,0.3,230.0,20.4,1,1.5624718195703104
1683,224,1007.9,81.0,88.0,3.2,220.0,15.7,1,1.7190960373895396
1684,225,1008.1,78.0,43.0,9.8,110.0,8.9,0,1.0692355733462442
1685,226,1008.3,81.0,67.0,7.5,100.0,6.1,1,1.1759754205696418
1686,227,1005.2,89.0,88.0,0.8,60.0,19.3,1,1.2787106536934827
1687,228,1008.1,89.0,84.0,1.2,180.0,8.1,1,1.0160500581241112
1688,229,1010.4,73.0,78.0,6.8,100.0,8.9,0,1.5845333265789123
1689,230,1008.5,84.0,88.0,1.1,80.0,22.5,1,1.3040858548937384
1690,231,1007.5,79.0,60.0,7.5,180.0,22.0,1,1.9107864217566366
1691,232,1011.0,84.0,72.0,8.5,140.0,11.8,1,1.3321768683459034
1692,233,1009.5,78.0,78.0,7.7,220.0,26.4,1,1.9523632645860922
1693,234,1008.7,78.0,84.0,3.6,220.0,20.0,1,2.0522984521874847
1694,235,1011.1,79.0,78.0,4.6,220.0,25.2,1,1.0337339471030582
1695,236,1011.0,75.0,32.0,8.5,20.0,5.7,0,1.0471131964503047
1696,237,1008.8,86.0,83.0,2.5,220.0,38.0,1,1.796050747432586
1697,238,1010.4,80.0,68.0,7.6,60.0,36.0,1,1.1671443047479846
1698,239,1012.7,82.0,60.0,9.3,60.0,15.0,0,0.8362144294291172
1699,240,1013.3,76.0,75.0,2.8,120.0,18.8,1,1.7611310007576009
1700,241,1013.2,76.0,46.0,8.8,220.0,30.5,1,1.6908951201770184
1701,242,1011.4,78.0,76.0,3.9,200.0,25.0,1,1.7148110150448101
1702,243,1007.9,85.0,88.0,0.4,70.0,28.4,1,1.618291634340153
1703,244,1011.4,90.0,85.0,1.2,190.0,15.0,1,1.1908940223689255
1704,245,1014.8,74.0,46.0,7.6,50.0,12.6,0,1.7156930602321532
1705,246,1013.0,81.0,84.0,2.1,140.0,8.1,0,1.8033275119383152
1706,247,1011.4,82.0,84.0,3.6,180.0,13.9,1,1.7103990610382893
1707,248,1009.9,77.0,83.0,0.7,220.0,37.0,1,1.8295182665078429
1708,249,1006.2,73.0,88.0,2.1,230.0,38.3,1,2.089452669384495
1709,250,1006.6,86.0,82.0,1.6,70.0,13.0,1,1.4413058062693587
1710,251,1006.4,80.0,83.0,0.6,190.0,23.9,1,1.6489575220150796
1711,252,1007.4,58.0,46.0,9.1,230.0,16.0,0,1.6905652370040911
1712,253,1011.4,73.0,50.0,10.0,10.0,12.0,0,1.678764305519945
1713,254,1010.1,82.0,83.0,3.1,90.0,20.7,0,1.502153930677787
1714,255,1011.5,81.0,88.0,2.5,80.0,15.7,1,1.506575261617465
1715,256,1008.1,87.0,78.0,3.5,220.0,37.9,1,1.1581484464592422
1716,257,1008.7,91.0,89.0,2.1,80.0,25.0,1,1.835223209512979
1717,258,1011.2,86.0,65.0,5.2,90.0,50.7,1,1.0716351955852295
1718,259,1014.1,93.0,88.0,0.4,100.0,16.1,1,1.173504536991389
